frame,elapsed_ms,capture_ms,copy_ms,native_texture
805,6698.923,0.750,0.272,19
806,6707.169,0.694,0.266,23
807,6715.558,0.737,0.285,27
808,6723.953,0.752,0.266,19
809,6732.335,0.907,0.333,23
810,6740.699,0.892,0.311,27
811,6749.082,0.856,0.299,19
812,6757.365,0.836,0.304,23
813,6765.712,0.863,0.298,27
814,6773.949,0.832,0.301,19
815,6782.300,0.822,0.272,23
816,6790.777,1.028,0.320,27
817,6799.046,0.921,0.283,19
818,6807.246,0.866,0.286,23
819,6815.556,0.801,0.286,27
820,6824.003,0.887,0.299,19
821,6832.375,0.967,0.307,23
822,6840.728,0.976,0.284,27
823,6848.950,0.792,0.272,19
824,6857.300,0.865,0.292,23
825,6865.563,0.820,0.272,27
826,6873.901,0.808,0.286,19
827,6882.337,0.886,0.290,23
828,6890.661,0.885,0.304,27
829,6898.933,0.827,0.294,19
830,6907.293,0.873,0.292,23
831,6915.657,0.862,0.291,27
832,6923.892,0.771,0.279,19
833,6932.231,0.824,0.288,23
834,6940.710,0.903,0.277,27
835,6948.950,0.802,0.284,19
836,6957.362,0.868,0.275,23
837,6965.660,0.886,0.294,27
838,6973.918,0.791,0.277,19
839,6982.242,0.820,0.266,23
840,6990.629,0.861,0.281,27
841,6998.956,0.802,0.271,19
842,7007.295,0.815,0.273,23
843,7015.639,0.848,0.277,27
844,7023.902,0.782,0.279,19
845,7032.249,0.842,0.278,23
846,7040.684,0.925,0.287,27
847,7048.875,0.770,0.283,19
848,7057.329,0.853,0.293,23
849,7065.657,0.867,0.286,27
850,7073.989,0.827,0.290,19
851,7082.288,0.808,0.286,23
852,7090.654,0.866,0.311,27
853,7098.877,0.767,0.283,19
854,7107.276,0.829,0.284,23
855,7115.638,0.831,0.303,27
856,7124.151,0.886,0.273,19
857,7132.469,0.838,0.277,23
858,7140.693,0.831,0.269,27
859,7148.974,0.813,0.270,19
860,7157.262,0.775,0.288,23
861,7165.623,0.821,0.270,27
862,7173.815,0.697,0.278,19
863,7182.380,0.819,0.277,23
864,7190.745,0.906,0.309,27
865,7199.079,0.893,0.290,19
866,7207.368,0.868,0.289,23
867,7215.930,0.994,0.300,27
868,7224.328,0.941,0.286,19
869,7232.589,0.945,0.290,23
870,7240.732,0.824,0.255,27
871,7249.222,0.982,0.293,19
872,7257.621,0.944,0.270,23
873,7271.018,0.933,0.273,27
874,7282.744,0.952,0.278,19
875,7290.960,0.954,0.277,23
876,7299.233,0.882,0.267,27
877,7307.650,0.949,0.260,19
878,7318.470,0.817,0.270,23
879,7324.436,0.946,0.299,27
880,7332.700,1.017,0.300,19
881,7340.894,0.910,0.301,23
882,7349.123,0.780,0.270,27
883,7357.655,0.916,0.294,19
884,7365.743,0.796,0.279,23
885,7373.952,0.754,0.282,27
886,7382.296,0.772,0.269,19
887,7390.688,0.822,0.276,23
888,7399.035,0.833,0.284,27
889,7407.254,0.750,0.274,19
890,7415.696,0.843,0.278,23
891,7423.849,0.713,0.269,27
892,7432.306,0.864,0.267,19
893,7440.717,0.893,0.288,23
894,7448.874,0.773,0.276,27
895,7457.275,0.731,0.269,19
896,7465.785,0.877,0.294,23
897,7473.917,0.735,0.265,27
898,7482.385,0.878,0.277,19
899,7490.728,0.911,0.271,23
900,7499.012,0.866,0.275,27
901,7507.382,0.909,0.305,19
902,7515.690,0.860,0.275,23
903,7523.863,0.721,0.271,27
904,7532.217,0.723,0.262,19
905,7540.623,0.817,0.272,23
906,7548.909,0.722,0.290,27
907,7557.260,0.708,0.264,19
908,7565.583,0.744,0.268,23
909,7573.969,0.747,0.274,27
910,7582.209,0.715,0.266,19
911,7590.587,0.752,0.271,23
912,7598.862,0.701,0.273,27
913,7607.220,0.724,0.267,19
914,7615.593,0.736,0.271,23
915,7624.032,0.776,0.270,27
916,7632.224,0.716,0.275,19
917,7640.719,0.871,0.277,23
918,7649.001,0.752,0.274,27
919,7657.287,0.699,0.267,19
920,7665.608,0.726,0.263,23
921,7673.897,0.703,0.272,27
922,7682.258,0.701,0.266,19
923,7690.717,0.795,0.266,23
924,7698.977,0.768,0.277,27
925,7707.200,0.702,0.266,19
926,7715.685,0.812,0.286,23
927,7723.956,0.757,0.285,27
928,7732.274,0.783,0.307,19
929,7740.712,0.874,0.285,23
930,7748.930,0.750,0.292,27
931,7757.326,0.766,0.284,19
932,7765.631,0.789,0.291,23
933,7773.891,0.754,0.294,27
934,7782.265,0.768,0.286,19
935,7790.638,0.791,0.287,23
936,7798.921,0.745,0.287,27
937,7807.287,0.792,0.286,19
938,7815.664,0.786,0.286,23
939,7824.019,0.838,0.285,27
940,7832.362,0.868,0.288,19
941,7840.736,0.918,0.285,23
942,7848.989,0.840,0.298,27
943,7857.364,0.842,0.282,19
944,7865.753,0.906,0.285,23
945,7874.060,0.882,0.301,27
946,7882.410,0.893,0.279,19
947,7890.797,0.919,0.302,23
948,7899.100,0.911,0.284,27
949,7907.405,0.896,0.281,19
950,7915.758,0.869,0.282,23
951,7924.003,0.847,0.286,27
952,7932.323,0.819,0.284,19
953,7940.697,0.864,0.292,23
954,7948.990,0.793,0.282,27
955,7957.356,0.776,0.280,19
956,7965.999,0.953,0.293,23
957,7975.265,1.950,0.288,27
958,7982.540,0.916,0.287,19
959,7990.807,0.871,0.298,23
960,7999.089,0.881,0.287,27
961,8007.534,0.971,0.286,19
962,8015.745,0.848,0.284,23
963,8024.141,0.929,0.285,27
964,8032.430,0.855,0.292,19
965,8040.792,0.915,0.303,23
966,8049.281,0.939,0.308,27
967,8058.516,1.803,0.295,19
968,8065.921,0.938,0.317,23
969,8074.185,0.930,0.313,27
970,8082.617,0.829,0.308,19
971,8090.946,0.894,0.284,23
972,8099.216,0.749,0.277,27
973,8107.578,0.909,0.277,19
974,8115.796,0.869,0.296,23
975,8124.099,0.887,0.273,27
976,8132.316,0.731,0.284,19
977,8140.706,0.780,0.304,23
978,8149.111,0.759,0.283,27
979,8157.590,0.892,0.278,19
980,8165.787,0.801,0.290,23
981,8174.014,0.760,0.288,27
982,8182.273,0.712,0.266,19
983,8190.729,0.780,0.289,23
984,8199.008,0.775,0.274,27
985,8207.326,0.744,0.277,19
986,8215.697,0.721,0.284,23
987,8224.093,0.828,0.283,27
988,8232.352,0.765,0.268,19
989,8240.707,0.736,0.286,23
990,8249.088,0.744,0.282,27
991,8257.580,0.923,0.327,19
992,8265.693,0.767,0.277,23
993,8274.000,0.766,0.280,27
994,8282.331,0.756,0.275,19
995,8290.700,0.787,0.276,23
996,8298.979,0.778,0.278,27
997,8307.258,0.724,0.274,19
998,8315.850,0.933,0.284,23
999,8324.077,0.853,0.279,27
1000,8332.372,0.775,0.275,19
1001,8340.750,0.835,0.280,23
1002,8348.994,0.750,0.276,27
1003,8357.407,0.777,0.275,19
1004,8365.735,0.786,0.305,23
1005,8374.001,0.785,0.315,27
1006,8382.238,0.700,0.272,19
1007,8390.688,0.782,0.278,23
1008,8399.002,0.766,0.287,27
1009,8407.310,0.746,0.280,19
1010,8415.721,0.794,0.306,23
1011,8424.030,0.819,0.304,27
1012,8432.312,0.724,0.284,19
1013,8440.746,0.815,0.296,23
1014,8449.115,0.800,0.292,27
1015,8457.396,0.769,0.280,19
1016,8465.679,0.771,0.283,23
1017,8473.974,0.764,0.298,27
1018,8482.323,0.754,0.285,19
1019,8490.693,0.762,0.270,23
1020,8498.998,0.754,0.281,27
1021,8507.283,0.721,0.281,19
1022,8515.695,0.779,0.285,23
1023,8524.056,0.822,0.286,27
1024,8532.345,0.768,0.271,19
1025,8540.729,0.808,0.295,23
1026,8549.013,0.789,0.279,27
1027,8557.429,0.785,0.287,19
1028,8565.709,0.784,0.277,23
1029,8573.995,0.767,0.300,27
1030,8582.535,0.907,0.275,19
1031,8590.792,0.802,0.291,23
1032,8599.288,0.916,0.293,27
1033,8607.553,0.932,0.283,19
1034,8615.729,0.762,0.282,23
1035,8624.045,0.792,0.282,27
1036,8632.395,0.766,0.282,19
1037,8640.898,0.913,0.293,23
1038,8649.212,0.813,0.282,27
1039,8657.446,0.755,0.286,19
1040,8665.721,0.755,0.284,23
1041,8674.195,0.942,0.285,27
1042,8682.571,0.917,0.281,19
1043,8690.891,0.877,0.285,23
1044,8699.198,0.899,0.282,27
1045,8707.430,0.763,0.278,19
1046,8715.901,0.892,0.285,23
1047,8724.069,0.802,0.281,27
1048,8732.550,0.902,0.277,19
1049,8740.769,0.788,0.272,23
1050,8749.195,0.913,0.281,27
1051,8757.444,0.761,0.281,19
1052,8765.856,0.882,0.298,23
1053,8774.078,0.812,0.284,27
1054,8782.534,0.868,0.285,19
1055,8790.728,0.776,0.286,23
1056,8798.996,0.743,0.278,27
1057,8807.610,0.940,0.279,19
1058,8815.760,0.777,0.289,23
1059,8824.219,0.944,0.298,27
1060,8832.557,0.916,0.295,19
1061,8840.884,0.913,0.297,23
1062,8849.078,0.775,0.285,27
1063,8857.662,0.960,0.297,19
1064,8865.716,0.758,0.294,23
1065,8874.037,0.804,0.278,27
1066,8882.404,0.727,0.278,19
1067,8890.738,0.777,0.293,23
1068,8899.040,0.761,0.273,27
1069,8907.383,0.758,0.282,19
1070,8915.745,0.768,0.289,23
1071,8924.294,0.870,0.276,27
1072,8932.427,0.745,0.277,19
1073,8940.750,0.737,0.278,23
1074,8949.142,0.747,0.265,27
1075,8957.430,0.730,0.266,19
1076,8965.718,0.715,0.266,23
1077,8974.037,0.766,0.269,27
1078,8982.391,0.694,0.262,19
1079,8990.895,0.865,0.284,23
1080,8999.209,0.895,0.278,27
1081,9007.563,0.908,0.281,19
1082,9015.970,0.892,0.282,23
1083,9024.206,0.903,0.281,27
1084,9032.546,0.890,0.285,19
1085,9040.884,0.913,0.295,23
1086,9049.161,0.886,0.288,27
1087,9057.549,0.880,0.279,19
1088,9065.847,0.841,0.265,23
1089,9074.150,0.863,0.280,27
1090,9082.372,0.729,0.281,19
1091,9090.833,0.844,0.262,23
1092,9099.161,0.856,0.280,27
1093,9107.494,0.854,0.278,19
1094,9115.868,0.857,0.273,23
1095,9124.128,0.819,0.273,27
1096,9132.361,0.705,0.266,19
1097,9140.736,0.729,0.270,23
1098,9148.998,0.746,0.270,27
1099,9157.437,0.726,0.267,19
1100,9165.755,0.783,0.267,23
1101,9174.144,0.781,0.278,27
1102,9182.599,0.851,0.267,19
1103,9190.973,0.883,0.268,23
1104,9199.159,0.771,0.267,27
1105,9207.445,0.714,0.263,19
1106,9215.855,0.764,0.286,23
1107,9224.274,0.910,0.276,27
1108,9232.649,0.897,0.288,19
1109,9240.986,0.896,0.276,23
1110,9249.207,0.842,0.282,27
1111,9257.706,0.920,0.278,19
1112,9266.018,0.955,0.278,23
1113,9274.238,0.878,0.275,27
1114,9282.635,0.877,0.274,19
1115,9290.924,0.844,0.286,23
1116,9299.271,0.871,0.273,27
1117,9307.628,0.885,0.279,19
1118,9315.960,0.882,0.279,23
1119,9324.261,0.881,0.275,27
1120,9332.618,0.873,0.282,19
1121,9340.977,0.904,0.277,23
1122,9349.237,0.857,0.274,27
1123,9357.710,0.881,0.276,19
1124,9365.961,0.858,0.282,23
1125,9374.370,0.963,0.293,27
1126,9382.660,0.914,0.286,19
1127,9390.783,0.722,0.295,23
1128,9399.096,0.719,0.276,27
1129,9407.474,0.734,0.272,19
1130,9415.818,0.731,0.281,23
1131,9424.232,0.815,0.285,27
1132,9432.525,0.801,0.294,19
1133,9440.887,0.766,0.303,23
1134,9449.098,0.765,0.289,27
1135,9457.428,0.750,0.282,19
1136,9465.768,0.754,0.285,23
1137,9474.071,0.768,0.287,27
1138,9482.453,0.755,0.284,19
1139,9490.757,0.755,0.273,23
1140,9499.088,0.780,0.291,27
1141,9507.420,0.732,0.280,19
1142,9515.800,0.746,0.275,23
1143,9524.422,0.893,0.297,27
1144,9532.551,0.782,0.274,19
1145,9540.860,0.740,0.271,23
1146,9549.129,0.738,0.266,27
1147,9557.549,0.754,0.268,19
1148,9565.814,0.737,0.286,23
1149,9574.209,0.795,0.284,27
1150,9582.509,0.755,0.279,19
1151,9590.822,0.758,0.294,23
1152,9599.167,0.785,0.294,27
1153,9607.486,0.750,0.275,19
1154,9615.809,0.730,0.285,23
1155,9624.120,0.728,0.265,27
1156,9632.506,0.755,0.270,19
1157,9640.963,0.814,0.270,23
1158,9649.197,0.753,0.273,27
1159,9657.738,0.742,0.277,19
1160,9665.868,0.735,0.271,23
1161,9674.168,0.756,0.275,27
1162,9682.613,0.787,0.275,19
1163,9691.004,0.827,0.271,23
1164,9699.203,0.769,0.270,27
1165,9707.539,0.766,0.270,19
1166,9715.840,0.720,0.271,23
1167,9724.205,0.784,0.276,27
1168,9732.522,0.758,0.276,19
1169,9740.814,0.695,0.270,23
1170,9749.248,0.685,0.267,27
1171,9757.580,0.732,0.275,19
1172,9765.812,0.699,0.270,23
1173,9774.147,0.729,0.267,27
1174,9782.540,0.792,0.284,19
1175,9790.870,0.729,0.282,23
1176,9799.156,0.754,0.279,27
1177,9807.529,0.764,0.283,19
1178,9815.831,0.718,0.280,23
1179,9824.216,0.814,0.281,27
1180,9832.629,0.819,0.298,19
1181,9841.010,0.824,0.293,23
1182,9849.180,0.778,0.301,27
1183,9857.806,0.942,0.330,19
1184,9865.894,0.771,0.299,23
1185,9874.221,0.734,0.288,27
1186,9882.666,0.795,0.287,19
1187,9890.903,0.743,0.296,23
1188,9899.218,0.740,0.287,27
1189,9907.604,0.783,0.297,19
1190,9915.871,0.725,0.291,23
1191,9924.244,0.750,0.285,27
1192,9932.668,0.769,0.287,19
1193,9940.918,0.727,0.290,23
1194,9949.325,0.755,0.289,27
1195,9957.680,0.786,0.290,19
1196,9965.901,0.727,0.287,23
1197,9974.202,0.751,0.282,27
1198,9982.621,0.870,0.294,19
1199,9991.083,0.927,0.321,23
1200,9999.469,0.907,0.306,27
1201,10007.791,0.907,0.312,19
1202,10016.155,0.912,0.271,23
1203,10024.514,1.010,0.281,27
1204,10032.683,0.840,0.275,19
1205,10041.148,0.871,0.274,23
1206,10049.450,0.866,0.276,27
1207,10057.821,0.874,0.295,19
1208,10066.044,0.910,0.293,23
1209,10074.218,0.824,0.272,27
1210,10082.619,0.841,0.270,19
1211,10090.851,0.758,0.288,23
1212,10099.195,0.755,0.278,27
1213,10107.481,0.759,0.262,19
1214,10116.008,0.824,0.287,23
1215,10124.226,0.815,0.268,27
1216,10132.619,0.894,0.276,19
1217,10140.827,0.786,0.288,23
1218,10149.228,0.782,0.275,27
1219,10157.687,0.826,0.285,19
1220,10165.873,0.763,0.291,23
1221,10174.135,0.765,0.283,27
1222,10182.540,0.789,0.273,19
1223,10190.828,0.753,0.280,23
1224,10199.201,0.796,0.278,27
1225,10207.453,0.713,0.269,19
1226,10215.834,0.736,0.279,23
1227,10224.241,0.832,0.280,27
1228,10232.451,0.716,0.268,19
1229,10240.839,0.787,0.284,23
1230,10249.143,0.754,0.289,27
1231,10257.591,0.778,0.276,19
1232,10265.808,0.733,0.290,23
1233,10274.169,0.765,0.290,27
1234,10282.478,0.733,0.272,19
1235,10290.803,0.723,0.294,23
1236,10299.163,0.755,0.285,27
1237,10307.434,0.695,0.271,19
1238,10315.813,0.730,0.280,23
1239,10324.141,0.768,0.279,27
1240,10332.696,0.944,0.291,19
1241,10340.853,0.775,0.267,23
1242,10349.170,0.768,0.264,27
1243,10357.644,0.900,0.304,19
1244,10365.782,0.686,0.259,23
1245,10374.159,0.759,0.272,27
1246,10382.592,0.784,0.283,19
1247,10391.052,0.787,0.263,23
1248,10399.262,0.765,0.275,27
1249,10407.641,0.809,0.271,19
1250,10415.925,0.759,0.281,23
1251,10424.285,0.784,0.274,27
1252,10432.588,0.778,0.296,19
1253,10441.099,0.913,0.293,23
1254,10449.237,0.767,0.278,27
1255,10457.599,0.763,0.284,19
1256,10465.794,0.703,0.270,23
1257,10474.215,0.772,0.283,27
1258,10482.585,0.786,0.295,19
1259,10490.864,0.729,0.289,23
1260,10499.159,0.752,0.288,27
1261,10507.528,0.733,0.279,19
1262,10515.843,0.724,0.283,23
1263,10524.235,0.803,0.277,27
1264,10532.528,0.778,0.286,19
1265,10540.867,0.766,0.291,23
1266,10549.329,0.761,0.284,27
1267,10557.626,0.776,0.285,19
1268,10565.871,0.738,0.292,23
1269,10574.282,0.803,0.279,27
1270,10582.736,0.865,0.288,19
1271,10591.008,0.827,0.280,23
1272,10599.293,0.796,0.275,27
1273,10607.682,0.837,0.284,19
1274,10616.119,0.955,0.280,23
1275,10624.453,0.936,0.282,27
1276,10632.841,0.966,0.293,19
1277,10640.974,0.802,0.287,23
1278,10649.185,0.782,0.273,27
1279,10657.586,0.711,0.272,19
1280,10665.804,0.696,0.285,23
1281,10674.117,0.721,0.274,27
1282,10682.610,0.767,0.278,19
1283,10690.893,0.780,0.291,23
1284,10699.210,0.728,0.268,27
1285,10707.565,0.752,0.269,19
1286,10716.022,0.845,0.273,23
1287,10724.237,0.730,0.271,27
1288,10732.595,0.758,0.268,19
1289,10740.838,0.710,0.283,23
1290,10749.205,0.761,0.273,27
1291,10757.628,0.740,0.281,19
1292,10765.835,0.715,0.284,23
1293,10774.218,0.766,0.275,27
1294,10782.654,0.794,0.277,19
1295,10790.880,0.716,0.265,23
1296,10799.212,0.765,0.271,27
1297,10807.717,0.765,0.263,19
1298,10815.941,0.769,0.272,23
1299,10824.177,0.733,0.277,27
1300,10832.648,0.848,0.270,19
1301,10841.278,1.146,0.431,23
1302,10849.362,0.885,0.269,27
1303,10857.756,0.929,0.280,19
1304,10866.031,0.932,0.281,23
1305,10874.313,0.868,0.259,27
1306,10882.785,0.922,0.278,19
1307,10890.942,0.825,0.275,23
1308,10899.258,0.746,0.282,27
1309,10907.691,0.796,0.278,19
1310,10915.883,0.725,0.277,23
1311,10924.282,0.785,0.278,27
1312,10932.676,0.799,0.281,19
1313,10941.229,0.867,0.266,23
1314,10949.362,0.876,0.277,27
1315,10957.819,0.901,0.294,19
1316,10966.171,0.985,0.282,23
1317,10974.341,0.841,0.286,27
1318,10982.771,0.913,0.271,19
1319,10991.135,0.938,0.284,23
1320,10999.493,0.927,0.281,27
1321,11007.714,0.862,0.276,19
1322,11015.997,0.833,0.292,23
1323,11024.486,0.979,0.297,27
1324,11032.756,0.838,0.302,19
1325,11041.140,0.943,0.286,23
1326,11049.314,0.817,0.276,27
1327,11057.769,0.864,0.283,19
1328,11066.000,0.838,0.292,23
1329,11074.313,0.823,0.275,27
1330,11082.714,0.872,0.274,19
1331,11090.952,0.789,0.282,23
1332,11099.309,0.809,0.275,27
1333,11107.771,0.877,0.290,19
1334,11116.240,0.980,0.307,23
1335,11124.365,0.841,0.268,27
1336,11132.733,0.857,0.276,19
1337,11141.009,0.855,0.279,23
1338,11149.378,0.873,0.279,27
1339,11157.810,0.898,0.276,19
1340,11165.996,0.859,0.285,23
1341,11174.261,0.740,0.275,27
1342,11182.891,0.905,0.311,19
1343,11191.183,0.943,0.285,23
1344,11199.419,0.885,0.282,27
1345,11207.637,0.746,0.270,19
1346,11215.986,0.757,0.285,23
1347,11224.538,0.943,0.286,27
1348,11232.807,0.913,0.305,19
1349,11241.312,0.972,0.290,23
1350,11249.510,0.906,0.289,27
1351,11257.922,0.904,0.296,19
1352,11266.135,0.929,0.281,23
1353,11274.378,0.888,0.269,27
1354,11282.740,0.842,0.266,19
1355,11291.063,0.883,0.274,23
1356,11299.297,0.806,0.262,27
1357,11307.757,0.884,0.280,19
1358,11316.027,0.824,0.278,23
1359,11324.304,0.798,0.273,27
1360,11332.688,0.840,0.262,19
1361,11341.115,0.947,0.298,23
1362,11349.433,0.757,0.272,27
1363,11357.695,0.729,0.276,19
1364,11366.017,0.772,0.273,23
1365,11374.235,0.702,0.278,27
1366,11382.678,0.759,0.271,19
1367,11391.063,0.739,0.280,23
1368,11399.556,0.904,0.286,27
1369,11407.736,0.781,0.290,19
1370,11415.989,0.743,0.278,23
1371,11424.359,0.841,0.282,27
1372,11432.774,0.871,0.290,19
1373,11441.056,0.787,0.291,23
1374,11449.641,0.953,0.285,27
1375,11457.830,0.826,0.287,19
1376,11465.957,0.729,0.293,23
1377,11474.418,0.849,0.275,27
1378,11482.693,0.746,0.274,19
1379,11490.994,0.757,0.276,23
1380,11499.233,0.686,0.273,27
1381,11507.812,0.889,0.269,19
1382,11516.109,0.869,0.275,23
1383,11524.436,0.906,0.309,27
1384,11532.769,0.772,0.282,19
1385,11541.076,0.809,0.271,23
1386,11549.386,0.749,0.272,27
1387,11557.714,0.731,0.275,19
1388,11566.029,0.753,0.272,23
1389,11574.322,0.746,0.277,27
1390,11582.702,0.768,0.270,19
1391,11590.997,0.748,0.272,23
1392,11599.282,0.718,0.269,27
1393,11607.680,0.783,0.276,19
1394,11615.992,0.737,0.269,23
1395,11624.333,0.767,0.283,27
1396,11632.729,0.818,0.272,19
1397,11641.004,0.778,0.272,23
1398,11649.393,0.734,0.271,27
1399,11657.743,0.743,0.279,19
1400,11666.042,0.750,0.269,23
1401,11674.317,0.731,0.272,27
1402,11682.731,0.777,0.314,19
1403,11691.056,0.797,0.274,23
1404,11699.342,0.728,0.268,27
1405,11707.693,0.766,0.274,19
1406,11716.224,0.952,0.271,23
1407,11724.542,0.923,0.285,27
1408,11732.819,0.857,0.301,19
1409,11741.152,0.857,0.281,23
1410,11749.524,0.821,0.270,27
1411,11757.720,0.733,0.278,19
1412,11766.078,0.784,0.289,23
1413,11774.423,0.819,0.283,27
1414,11782.748,0.820,0.282,19
1415,11791.390,1.013,0.291,23
1416,11799.324,0.723,0.272,27
1417,11807.709,0.802,0.273,19
1418,11816.017,0.806,0.274,23
1419,11824.448,0.867,0.279,27
1420,11832.775,0.838,0.285,19
1421,11841.128,0.853,0.279,23
1422,11849.581,0.882,0.277,27
1423,11857.761,0.795,0.277,19
1424,11865.991,0.753,0.278,23
1425,11874.301,0.710,0.277,27
1426,11882.729,0.751,0.294,19
1427,11890.966,0.738,0.299,23
1428,11899.321,0.735,0.285,27
1429,11907.703,0.766,0.288,19
1430,11915.913,0.706,0.279,23
1431,11924.403,0.806,0.287,27
1432,11932.681,0.771,0.284,19
1433,11941.064,0.773,0.283,23
1434,11949.321,0.708,0.282,27
1435,11957.759,0.759,0.286,19
1436,11965.934,0.724,0.279,23
1437,11974.288,0.724,0.284,27
1438,11982.684,0.759,0.287,19
1439,11990.997,0.755,0.287,23
1440,11999.285,0.753,0.279,27
1441,12007.821,0.893,0.291,19
1442,12015.998,0.737,0.279,23
1443,12024.464,0.862,0.282,27
1444,12032.676,0.755,0.273,19
1445,12041.054,0.799,0.278,23
1446,12049.303,0.728,0.273,27
1447,12057.796,0.742,0.289,19
1448,12066.084,0.765,0.276,23
1449,12074.485,0.854,0.280,27
1450,12082.726,0.771,0.283,19
1451,12091.130,0.855,0.282,23
1452,12099.367,0.769,0.287,27
1453,12107.758,0.817,0.304,19
1454,12116.084,0.857,0.296,23
1455,12124.324,0.742,0.291,27
1456,12132.767,0.811,0.305,19
1457,12141.107,0.845,0.286,23
1458,12149.394,0.811,0.272,27
1459,12157.840,0.843,0.278,19
1460,12166.138,0.862,0.295,23
1461,12174.468,0.786,0.282,27
1462,12182.844,0.822,0.253,19
1463,12190.991,0.762,0.305,23
1464,12199.359,0.780,0.289,27
1465,12207.822,0.872,0.295,19
1466,12216.212,0.914,0.296,23
1467,12224.519,0.880,0.277,27
1468,12232.804,0.782,0.292,19
1469,12241.221,0.889,0.293,23
1470,12249.664,0.858,0.278,27
1471,12257.950,0.844,0.275,19
1472,12266.117,0.819,0.283,23
1473,12274.565,0.832,0.283,27
1474,12282.836,0.829,0.321,19
1475,12291.201,0.899,0.281,23
1476,12299.500,0.833,0.288,27
1477,12307.764,0.765,0.289,19
1478,12316.229,0.936,0.302,23
1479,12324.496,0.858,0.282,27
1480,12332.823,0.852,0.291,19
1481,12341.110,0.868,0.285,23
1482,12349.349,0.757,0.288,27
1483,12357.880,0.847,0.280,19
1484,12365.958,0.745,0.295,23
1485,12374.558,0.964,0.293,27
1486,12382.962,0.853,0.279,19
1487,12391.223,0.864,0.279,23
1488,12399.359,0.735,0.271,27
1489,12407.724,0.738,0.279,19
1490,12416.144,0.829,0.301,23
1491,12424.452,0.816,0.289,27
1492,12432.923,0.905,0.315,19
1493,12441.235,0.936,0.326,23
1494,12449.540,0.823,0.291,27
1495,12458.107,0.947,0.294,19
1496,12466.242,0.928,0.293,23
1497,12474.704,1.043,0.298,27
1498,12482.790,0.793,0.320,19
1499,12491.161,0.911,0.301,23
1500,12499.539,0.929,0.295,27
1501,12507.852,0.903,0.306,19
1502,12516.183,0.929,0.294,23
1503,12524.437,0.826,0.275,27
1504,12532.849,0.899,0.314,19
1505,12541.097,0.879,0.313,23
1506,12549.360,0.760,0.305,27
1507,12557.907,0.886,0.299,19
1508,12566.192,0.927,0.292,23
1509,12574.342,0.733,0.272,27
1510,12582.752,0.790,0.293,19
1511,12591.026,0.771,0.282,23
1512,12599.400,0.773,0.296,27
1513,12607.870,0.887,0.276,19
1514,12616.156,0.881,0.271,23
1515,12624.589,0.927,0.274,27
1516,12632.747,0.756,0.286,19
1517,12641.186,0.905,0.285,23
1518,12649.425,0.746,0.273,27
1519,12657.712,0.710,0.287,19
1520,12666.031,0.767,0.276,23
1521,12674.434,0.796,0.287,27
1522,12682.774,0.746,0.289,19
1523,12691.098,0.812,0.301,23
1524,12699.374,0.735,0.285,27
1525,12707.870,0.900,0.343,19
1526,12716.078,0.768,0.287,23
1527,12724.498,0.823,0.277,27
1528,12732.880,0.880,0.295,19
1529,12741.218,0.913,0.277,23
1530,12749.471,0.796,0.276,27
1531,12757.766,0.728,0.295,19
1532,12766.061,0.745,0.280,23
1533,12774.420,0.783,0.288,27
1534,12782.787,0.818,0.280,19
1535,12791.129,0.737,0.275,23
1536,12799.393,0.704,0.274,27
1537,12807.735,0.714,0.272,19
1538,12816.067,0.747,0.285,23
1539,12824.396,0.721,0.293,27
1540,12832.850,0.891,0.300,19
1541,12841.234,0.909,0.291,23
1542,12849.719,0.918,0.290,27
1543,12858.080,0.925,0.284,19
1544,12866.276,0.912,0.277,23
1545,12874.660,0.940,0.291,27
1546,12882.972,0.887,0.294,19
1547,12891.196,0.792,0.276,23
1548,12899.430,0.732,0.288,27
1549,12907.711,0.723,0.293,19
1550,12916.102,0.739,0.278,23
1551,12924.432,0.741,0.278,27
1552,12932.748,0.702,0.282,19
1553,12941.102,0.750,0.269,23
1554,12949.564,0.740,0.271,27
1555,12957.821,0.683,0.267,19
1556,12966.054,0.722,0.276,23
1557,12974.382,0.682,0.269,27
1558,12982.748,0.694,0.269,19
1559,12991.121,0.718,0.271,23
1560,12999.528,0.843,0.269,27
1561,13007.719,0.686,0.265,19
1562,13016.100,0.730,0.276,23
1563,13024.448,0.748,0.277,27
1564,13032.825,0.738,0.294,19
1565,13041.122,0.743,0.280,23
1566,13049.498,0.709,0.272,27
1567,13057.824,0.686,0.264,19
1568,13066.409,0.978,0.308,23
1569,13074.426,0.713,0.271,27
1570,13082.829,0.773,0.272,19
1571,13091.188,0.824,0.269,23
1572,13099.573,0.895,0.269,27
1573,13107.784,0.716,0.263,19
1574,13116.095,0.728,0.268,23
1575,13124.439,0.693,0.249,27
1576,13132.778,0.722,0.270,19
1577,13141.196,0.754,0.266,23
1578,13149.558,0.717,0.256,27
1579,13157.836,0.696,0.271,19
1580,13166.118,0.767,0.274,23
1581,13174.515,0.798,0.272,27
1582,13182.992,0.823,0.279,19
1583,13191.298,0.809,0.275,23
1584,13199.572,0.816,0.272,27
1585,13207.900,0.786,0.279,19
1586,13216.285,0.860,0.282,23
1587,13224.636,0.842,0.273,27
1588,13232.856,0.728,0.271,19
1589,13241.435,0.939,0.276,23
1590,13249.757,0.985,0.301,27
1591,13258.021,0.877,0.279,19
