frame,elapsed_ms,capture_ms,copy_ms,native_texture
1592,13266.298,0.893,0.273,23
1593,13274.527,0.786,0.283,27
1594,13282.861,0.743,0.282,19
1595,13291.240,0.756,0.278,23
1596,13299.604,0.854,0.288,27
1597,13307.898,0.781,0.285,19
1598,13316.159,0.740,0.276,23
1599,13324.547,0.818,0.280,27
1600,13332.853,0.745,0.289,19
1601,13341.279,0.781,0.279,23
1602,13349.441,0.748,0.283,27
1603,13357.870,0.751,0.290,19
1604,13366.086,0.768,0.284,23
1605,13374.614,0.909,0.286,27
1606,13383.246,1.009,0.294,19
1607,13391.384,0.777,0.279,23
1608,13399.693,0.919,0.299,27
1609,13407.950,0.836,0.278,19
1610,13416.247,0.856,0.285,23
1611,13424.614,0.906,0.282,27
1612,13433.129,0.935,0.280,19
1613,13441.367,0.945,0.303,23
1614,13449.862,0.950,0.310,27
1615,13458.083,0.931,0.283,19
1616,13466.278,0.868,0.280,23
1617,13474.629,0.888,0.279,27
1618,13483.113,0.959,0.285,19
1619,13491.339,0.896,0.289,23
1620,13499.738,0.938,0.279,27
1621,13507.952,0.847,0.284,19
1622,13516.291,0.889,0.285,23
1623,13524.693,0.966,0.287,27
1624,13532.991,0.880,0.287,19
1625,13541.328,0.749,0.282,23
1626,13549.626,0.747,0.269,27
1627,13557.982,0.773,0.297,19
1628,13566.121,0.705,0.264,23
1629,13574.519,0.771,0.266,27
1630,13582.879,0.778,0.273,19
1631,13591.162,0.725,0.265,23
1632,13599.529,0.756,0.258,27
1633,13607.931,0.824,0.283,19
1634,13616.254,0.834,0.273,23
1635,13624.588,0.822,0.269,27
1636,13632.824,0.718,0.272,19
1637,13641.219,0.776,0.272,23
1638,13649.637,0.782,0.278,27
1639,13657.937,0.751,0.270,19
1640,13666.175,0.778,0.278,23
1641,13674.622,0.823,0.271,27
1642,13682.877,0.756,0.284,19
1643,13691.248,0.758,0.279,23
1644,13699.555,0.778,0.271,27
1645,13707.920,0.726,0.271,19
1646,13716.238,0.737,0.265,23
1647,13724.637,0.793,0.267,27
1648,13732.914,0.734,0.276,19
1649,13741.336,0.741,0.262,23
1650,13749.690,0.792,0.264,27
1651,13757.979,0.771,0.260,19
1652,13766.229,0.764,0.271,23
1653,13774.525,0.722,0.262,27
1654,13782.906,0.757,0.281,19
1655,13791.297,0.761,0.271,23
1656,13799.620,0.771,0.268,27
1657,13807.888,0.719,0.272,19
1658,13816.263,0.756,0.264,23
1659,13824.688,0.848,0.268,27
1660,13832.947,0.783,0.298,19
1661,13841.475,0.951,0.274,23
1662,13849.707,0.881,0.272,27
1663,13858.028,0.790,0.268,19
1664,13866.210,0.713,0.283,23
1665,13874.613,0.774,0.287,27
1666,13882.817,0.737,0.280,19
1667,13891.195,0.716,0.267,23
1668,13899.578,0.779,0.278,27
1669,13907.887,0.801,0.278,19
1670,13916.182,0.789,0.270,23
1671,13924.439,0.710,0.263,27
1672,13932.774,0.707,0.253,19
1673,13941.162,0.765,0.267,23
1674,13949.476,0.737,0.269,27
1675,13957.871,0.731,0.276,19
1676,13966.180,0.791,0.276,23
1677,13974.431,0.702,0.269,27
1678,13982.829,0.758,0.284,19
1679,13991.121,0.712,0.266,23
1680,13999.472,0.735,0.267,27
1681,14007.817,0.738,0.275,19
1682,14016.176,0.743,0.268,23
1683,14024.581,0.789,0.266,27
1684,14032.833,0.722,0.281,19
1685,14041.253,0.766,0.267,23
1686,14049.506,0.755,0.263,27
1687,14057.880,0.745,0.281,19
1688,14066.154,0.736,0.262,23
1689,14074.559,0.789,0.275,27
1690,14082.875,0.736,0.286,19
1691,14091.230,0.716,0.267,23
1692,14099.624,0.802,0.277,27
1693,14107.829,0.714,0.292,19
1694,14116.308,0.756,0.272,23
1695,14124.743,0.957,0.298,27
1696,14132.928,0.763,0.278,19
1697,14141.256,0.721,0.278,23
1698,14149.493,0.751,0.268,27
1699,14157.908,0.741,0.275,19
1700,14166.132,0.745,0.269,23
1701,14174.489,0.756,0.264,27
1702,14182.849,0.743,0.276,19
1703,14191.210,0.726,0.274,23
1704,14199.506,0.743,0.258,27
1705,14207.830,0.733,0.263,19
1706,14216.176,0.745,0.269,23
1707,14224.547,0.804,0.259,27
1708,14232.895,0.741,0.282,19
1709,14241.272,0.761,0.263,23
1710,14249.591,0.756,0.261,27
1711,14257.917,0.757,0.276,19
1712,14266.241,0.754,0.279,23
1713,14274.606,0.766,0.270,27
1714,14282.896,0.790,0.293,19
1715,14291.316,0.805,0.286,23
1716,14299.656,0.820,0.291,27
1717,14307.871,0.749,0.282,19
1718,14316.232,0.754,0.286,23
1719,14324.628,0.811,0.263,27
1720,14332.824,0.722,0.285,19
1721,14341.163,0.733,0.267,23
1722,14349.543,0.752,0.278,27
1723,14357.931,0.746,0.274,19
1724,14366.261,0.796,0.277,23
1725,14374.536,0.735,0.279,27
1726,14383.185,0.897,0.264,19
1727,14391.314,0.769,0.274,23
1728,14399.601,0.750,0.263,27
1729,14408.003,0.810,0.278,19
1730,14416.181,0.734,0.268,23
1731,14424.560,0.759,0.263,27
1732,14432.865,0.711,0.280,19
1733,14441.408,0.894,0.287,23
1734,14449.679,0.883,0.283,27
1735,14458.012,0.849,0.272,19
1736,14466.367,0.858,0.264,23
1737,14474.693,0.878,0.273,27
1738,14482.981,0.839,0.274,19
1739,14491.359,0.858,0.267,23
1740,14499.692,0.859,0.272,27
1741,14508.086,0.889,0.274,19
1742,14516.371,0.918,0.284,23
1743,14524.701,0.881,0.282,27
1744,14533.141,0.814,0.268,19
1745,14541.259,0.727,0.270,23
1746,14549.667,0.742,0.267,27
1747,14557.918,0.699,0.277,19
1748,14566.200,0.701,0.272,23
1749,14574.602,0.752,0.279,27
1750,14582.905,0.692,0.268,19
1751,14591.217,0.717,0.274,23
1752,14599.613,0.745,0.279,27
1753,14607.887,0.709,0.284,19
1754,14616.207,0.715,0.272,23
1755,14624.639,0.779,0.280,27
1756,14632.964,0.808,0.282,19
1757,14641.327,0.760,0.279,23
1758,14649.715,0.763,0.268,27
1759,14657.906,0.705,0.268,19
1760,14666.230,0.720,0.271,23
1761,14674.648,0.766,0.275,27
1762,14682.982,0.746,0.289,19
1763,14691.279,0.718,0.268,23
1764,14699.628,0.748,0.276,27
1765,14707.897,0.700,0.273,19
1766,14716.229,0.720,0.276,23
1767,14724.636,0.755,0.266,27
1768,14733.056,0.838,0.283,19
1769,14741.394,0.854,0.272,23
1770,14749.818,0.873,0.285,27
1771,14758.149,0.896,0.279,19
1772,14766.392,0.878,0.277,23
1773,14774.756,0.879,0.273,27
1774,14783.110,0.873,0.275,19
1775,14791.262,0.703,0.271,23
1776,14799.651,0.779,0.287,27
1777,14808.014,0.847,0.274,19
1778,14816.241,0.733,0.277,23
1779,14824.640,0.779,0.276,27
1780,14833.117,0.891,0.294,19
1781,14841.374,0.854,0.275,23
1782,14849.687,0.738,0.268,27
1783,14858.084,0.809,0.263,19
1784,14866.241,0.684,0.265,23
1785,14874.617,0.709,0.266,27
1786,14882.938,0.702,0.266,19
1787,14891.277,0.720,0.274,23
1788,14899.660,0.777,0.279,27
1789,14907.915,0.707,0.275,19
1790,14916.224,0.717,0.270,23
1791,14924.644,0.756,0.288,27
1792,14933.016,0.733,0.285,19
1793,14941.655,0.920,0.292,23
1794,14949.788,0.866,0.290,27
1795,14958.156,0.866,0.289,19
1796,14966.325,0.842,0.301,23
1797,14974.709,0.884,0.305,27
1798,14982.974,0.832,0.286,19
1799,14991.303,0.822,0.275,23
1800,14999.695,0.861,0.276,27
1801,15008.003,0.845,0.277,19
1802,15016.394,0.897,0.289,23
1803,15024.785,0.950,0.299,27
1804,15033.034,0.882,0.305,19
1805,15041.253,0.731,0.261,23
1806,15049.603,0.748,0.268,27
1807,15058.031,0.808,0.274,19
1808,15066.202,0.723,0.280,23
1809,15074.628,0.768,0.278,27
1810,15082.905,0.731,0.282,19
1811,15091.507,0.859,0.272,23
1812,15099.609,0.753,0.284,27
1813,15107.896,0.749,0.288,19
1814,15116.386,0.807,0.284,23
1815,15124.903,0.948,0.303,27
1816,15133.143,0.921,0.299,19
1817,15141.431,0.905,0.284,23
1818,15149.666,0.794,0.278,27
1819,15158.056,0.781,0.276,19
1820,15166.247,0.756,0.281,23
1821,15174.735,0.846,0.281,27
1822,15182.981,0.767,0.288,19
1823,15191.340,0.732,0.276,23
1824,15199.662,0.774,0.286,27
1825,15208.055,0.819,0.276,19
1826,15216.351,0.765,0.285,23
1827,15224.749,0.805,0.281,27
1828,15233.046,0.794,0.280,19
1829,15241.432,0.822,0.281,23
1830,15249.733,0.775,0.285,27
1831,15258.020,0.741,0.271,19
1832,15266.237,0.722,0.277,23
1833,15274.656,0.791,0.288,27
1834,15282.911,0.705,0.272,19
1835,15291.339,0.735,0.278,23
1836,15299.712,0.802,0.279,27
1837,15307.948,0.732,0.276,19
1838,15316.323,0.749,0.276,23
1839,15324.926,1.011,0.305,27
1840,15332.986,0.784,0.290,19
1841,15341.329,0.812,0.279,23
1842,15349.679,0.752,0.278,27
1843,15358.042,0.763,0.276,19
1844,15366.338,0.752,0.279,23
1845,15374.699,0.771,0.281,27
1846,15383.287,0.976,0.291,19
1847,15391.434,0.768,0.279,23
1848,15399.687,0.778,0.278,27
1849,15407.991,0.765,0.277,19
1850,15416.366,0.731,0.280,23
1851,15424.731,0.785,0.285,27
1852,15433.066,0.756,0.275,19
1853,15441.447,0.752,0.281,23
1854,15449.834,0.752,0.289,27
1855,15458.149,0.810,0.284,19
1856,15466.413,0.754,0.281,23
1857,15474.750,0.757,0.286,27
1858,15483.073,0.754,0.278,19
1859,15491.377,0.712,0.275,23
1860,15499.726,0.748,0.288,27
1861,15508.041,0.759,0.278,19
1862,15516.380,0.723,0.277,23
1863,15524.759,0.766,0.287,27
1864,15533.065,0.786,0.290,19
1865,15541.438,0.745,0.280,23
1866,15549.790,0.760,0.305,27
1867,15558.185,0.790,0.289,19
1868,15566.418,0.734,0.282,23
1869,15574.727,0.723,0.276,27
1870,15583.076,0.785,0.279,19
1871,15591.452,0.754,0.283,23
1872,15599.981,0.817,0.286,27
1873,15608.160,0.806,0.286,19
1874,15616.412,0.749,0.287,23
1875,15624.770,0.818,0.291,27
1876,15633.044,0.832,0.271,19
1877,15641.510,0.924,0.280,23
1878,15649.878,0.860,0.272,27
1879,15658.300,0.930,0.281,19
1880,15666.574,0.909,0.280,23
1881,15674.863,0.851,0.269,27
1882,15683.321,0.938,0.283,19
1883,15691.720,0.936,0.287,23
1884,15699.875,0.863,0.277,27
1885,15708.268,0.930,0.302,19
1886,15716.561,0.875,0.288,23
1887,15724.880,0.882,0.287,27
1888,15733.179,0.881,0.285,19
1889,15741.692,0.965,0.302,23
1890,15749.942,0.845,0.290,27
1891,15758.275,0.921,0.283,19
1892,15766.601,0.922,0.284,23
1893,15774.871,0.870,0.270,27
1894,15783.385,1.073,0.288,19
1895,15791.639,0.935,0.283,23
1896,15799.864,0.851,0.284,27
1897,15808.229,0.930,0.281,19
1898,15816.620,0.938,0.285,23
1899,15824.880,0.847,0.280,27
1900,15833.089,0.823,0.299,19
1901,15841.577,0.802,0.295,23
1902,15849.748,0.688,0.284,27
1903,15858.235,0.865,0.284,19
1904,15866.435,0.762,0.274,23
1905,15874.780,0.787,0.285,27
1906,15883.070,0.753,0.273,19
1907,15891.522,0.813,0.280,23
1908,15899.810,0.793,0.283,27
1909,15908.190,0.844,0.280,19
1910,15916.445,0.741,0.275,23
1911,15924.821,0.812,0.279,27
1912,15933.115,0.818,0.276,19
1913,15941.543,0.827,0.298,23
1914,15949.853,0.785,0.287,27
1915,15958.180,0.784,0.274,19
1916,15966.390,0.713,0.273,23
1917,15974.728,0.743,0.289,27
1918,15983.053,0.742,0.293,19
1919,15991.492,0.772,0.275,23
1920,15999.749,0.726,0.276,27
1921,16008.111,0.776,0.275,19
1922,16016.475,0.780,0.280,23
1923,16024.765,0.745,0.285,27
1924,16033.084,0.768,0.286,19
1925,16041.420,0.738,0.281,23
1926,16049.777,0.723,0.284,27
1927,16058.111,0.756,0.283,19
1928,16066.426,0.745,0.303,23
1929,16074.742,0.724,0.279,27
1930,16083.064,0.762,0.280,19
1931,16091.428,0.722,0.279,23
1932,16099.737,0.717,0.282,27
1933,16108.123,0.756,0.274,19
1934,16116.444,0.734,0.278,23
1935,16124.753,0.721,0.278,27
1936,16133.060,0.743,0.288,19
1937,16141.451,0.757,0.278,23
1938,16149.904,0.763,0.280,27
1939,16158.179,0.775,0.320,19
1940,16166.417,0.750,0.303,23
1941,16174.743,0.733,0.306,27
1942,16183.164,0.756,0.276,19
1943,16191.503,0.753,0.276,23
1944,16199.752,0.676,0.265,27
1945,16208.160,0.780,0.279,19
1946,16216.448,0.725,0.277,23
1947,16224.793,0.710,0.287,27
1948,16233.162,0.734,0.279,19
1949,16241.565,0.803,0.285,23
1950,16249.834,0.738,0.283,27
1951,16258.166,0.778,0.276,19
1952,16266.654,0.962,0.307,23
1953,16274.914,0.885,0.309,27
1954,16283.117,0.821,0.313,19
1955,16291.587,0.927,0.303,23
1956,16299.890,0.894,0.307,27
1957,16308.210,0.947,0.305,19
1958,16316.403,0.776,0.305,23
1959,16324.903,0.916,0.322,27
1960,16333.166,0.910,0.305,19
1961,16341.558,0.917,0.300,23
1962,16349.916,0.881,0.316,27
1963,16358.090,0.785,0.304,19
1964,16366.571,0.937,0.307,23
1965,16374.895,0.911,0.318,27
1966,16383.236,0.939,0.305,19
1967,16391.403,0.747,0.295,23
1968,16399.752,0.717,0.280,27
1969,16408.260,0.932,0.278,19
1970,16416.595,0.918,0.276,23
1971,16424.963,0.916,0.268,27
1972,16433.203,0.918,0.284,19
1973,16441.533,0.861,0.284,23
1974,16449.844,0.777,0.276,27
1975,16458.187,0.848,0.288,19
1976,16466.529,0.890,0.273,23
1977,16474.728,0.756,0.289,27
1978,16483.181,0.880,0.300,19
1979,16491.537,0.845,0.277,23
1980,16499.837,0.823,0.279,27
1981,16508.152,0.877,0.274,19
1982,16516.525,0.878,0.283,23
1983,16524.870,0.861,0.294,27
1984,16533.211,0.894,0.285,19
1985,16541.563,0.892,0.276,23
1986,16549.841,0.828,0.282,27
1987,16558.231,0.862,0.286,19
1988,16566.541,0.880,0.283,23
1989,16574.857,0.877,0.290,27
1990,16583.181,0.882,0.282,19
1991,16591.609,0.871,0.282,23
1992,16599.859,0.842,0.272,27
1993,16608.167,0.877,0.281,19
1994,16616.594,0.912,0.296,23
1995,16624.923,0.881,0.291,27
1996,16633.268,0.895,0.275,19
1997,16641.528,0.780,0.285,23
1998,16649.978,0.795,0.280,27
1999,16658.424,0.790,0.282,19
2000,16666.555,0.788,0.279,23
2001,16674.877,0.761,0.291,27
2002,16683.355,0.819,0.292,19
2003,16691.704,0.822,0.291,23
2004,16699.876,0.755,0.284,27
2005,16708.149,0.763,0.285,19
2006,16716.578,0.803,0.279,23
2007,16724.884,0.794,0.288,27
2008,16733.278,0.834,0.300,19
2009,16741.631,0.837,0.284,23
2010,16749.856,0.777,0.306,27
2011,16758.179,0.783,0.276,19
2012,16766.601,0.830,0.281,23
2013,16774.968,0.860,0.287,27
2014,16783.317,0.908,0.293,19
2015,16791.644,0.892,0.282,23
2016,16799.922,0.879,0.292,27
2017,16808.240,0.897,0.282,19
2018,16816.611,0.867,0.284,23
2019,16824.889,0.812,0.283,27
2020,16833.314,0.914,0.285,19
2021,16841.665,0.932,0.290,23
2022,16849.927,0.837,0.281,27
2023,16858.297,0.891,0.274,19
2024,16866.419,0.729,0.270,23
2025,16874.802,0.721,0.276,27
2026,16883.175,0.790,0.282,19
2027,16891.512,0.763,0.270,23
2028,16899.778,0.730,0.264,27
2029,16908.261,0.875,0.275,19
2030,16916.619,0.875,0.275,23
2031,16924.776,0.742,0.255,27
2032,16933.266,0.946,0.283,19
2033,16941.592,0.836,0.282,23
2034,16949.996,0.873,0.280,27
2035,16958.379,0.929,0.281,19
2036,16966.557,0.787,0.299,23
2037,16974.917,0.840,0.279,27
2038,16983.138,0.755,0.274,19
2039,16991.775,0.973,0.282,23
2040,16999.973,0.879,0.280,27
2041,17008.258,0.898,0.277,19
2042,17016.668,0.866,0.278,23
2043,17024.902,0.849,0.304,27
2044,17033.166,0.820,0.303,19
2045,17041.595,0.864,0.283,23
2046,17049.904,0.754,0.270,27
2047,17058.222,0.776,0.268,19
2048,17066.431,0.750,0.268,23
2049,17074.793,0.754,0.287,27
2050,17083.109,0.776,0.268,19
2051,17091.524,0.772,0.264,23
2052,17099.822,0.714,0.268,27
2053,17108.273,0.879,0.274,19
2054,17116.381,0.680,0.265,23
2055,17124.759,0.711,0.276,27
2056,17133.097,0.730,0.273,19
2057,17141.613,0.930,0.269,23
2058,17149.958,0.843,0.279,27
2059,17158.192,0.762,0.272,19
2060,17166.504,0.757,0.270,23
2061,17174.836,0.727,0.273,27
2062,17183.160,0.767,0.272,19
2063,17191.686,0.883,0.274,23
2064,17199.837,0.808,0.280,27
2065,17208.217,0.860,0.278,19
2066,17216.575,0.849,0.276,23
2067,17224.948,0.871,0.288,27
2068,17233.215,0.847,0.291,19
2069,17241.729,0.889,0.302,23
2070,17250.176,1.004,0.305,27
2071,17258.255,0.830,0.288,19
2072,17266.572,0.862,0.302,23
2073,17274.967,0.912,0.308,27
2074,17283.305,0.913,0.290,19
2075,17291.758,0.954,0.283,23
2076,17299.984,0.893,0.282,27
2077,17308.425,0.915,0.282,19
2078,17316.760,0.920,0.297,23
2079,17325.040,0.879,0.290,27
2080,17333.334,0.864,0.296,19
2081,17341.770,0.837,0.298,23
2082,17350.060,0.847,0.295,27
2083,17358.470,0.965,0.309,19
2084,17366.611,0.820,0.312,23
2085,17374.958,0.844,0.314,27
2086,17383.370,0.923,0.293,19
2087,17391.608,0.788,0.309,23
2088,17399.878,0.767,0.307,27
2089,17408.357,0.926,0.296,19
2090,17416.797,0.913,0.287,23
2091,17425.017,0.859,0.290,27
2092,17433.198,0.775,0.281,19
2093,17441.686,0.799,0.289,23
2094,17449.911,0.712,0.278,27
2095,17458.294,0.779,0.291,19
2096,17466.613,0.784,0.293,23
2097,17474.904,0.805,0.313,27
2098,17483.217,0.754,0.291,19
2099,17491.632,0.799,0.310,23
2100,17499.849,0.725,0.305,27
2101,17508.224,0.796,0.309,19
2102,17516.591,0.782,0.311,23
2103,17524.982,0.870,0.319,27
2104,17533.194,0.776,0.304,19
2105,17541.663,0.849,0.299,23
2106,17550.041,0.788,0.295,27
2107,17558.275,0.761,0.287,19
2108,17566.616,0.847,0.298,23
2109,17574.950,0.787,0.321,27
2110,17583.206,0.760,0.298,19
2111,17591.631,0.785,0.311,23
2112,17599.902,0.770,0.307,27
2113,17608.194,0.755,0.300,19
2114,17616.612,0.820,0.309,23
2115,17625.041,0.890,0.313,27
2116,17633.337,0.890,0.291,19
2117,17641.658,0.838,0.306,23
2118,17649.963,0.772,0.291,27
2119,17658.258,0.723,0.285,19
2120,17666.609,0.787,0.307,23
2121,17674.926,0.756,0.301,27
2122,17683.243,0.757,0.294,19
2123,17691.722,0.866,0.300,23
2124,17699.873,0.744,0.301,27
2125,17708.252,0.832,0.299,19
2126,17716.597,0.801,0.306,23
2127,17724.901,0.788,0.298,27
2128,17733.249,0.799,0.285,19
2129,17741.597,0.744,0.301,23
2130,17749.996,0.743,0.283,27
2131,17758.295,0.727,0.287,19
2132,17766.510,0.694,0.293,23
2133,17774.857,0.737,0.296,27
2134,17783.252,0.781,0.308,19
2135,17791.624,0.791,0.299,23
2136,17799.859,0.733,0.301,27
2137,17808.218,0.734,0.297,19
2138,17816.634,0.792,0.300,23
2139,17824.840,0.729,0.289,27
2140,17833.266,0.797,0.299,19
2141,17841.630,0.824,0.292,23
2142,17849.992,0.768,0.284,27
2143,17858.261,0.747,0.284,19
2144,17866.629,0.780,0.285,23
2145,17874.908,0.782,0.303,27
2146,17883.202,0.761,0.285,19
2147,17891.668,0.823,0.291,23
2148,17899.873,0.750,0.293,27
2149,17908.269,0.779,0.286,19
2150,17916.630,0.793,0.302,23
2151,17924.936,0.782,0.300,27
2152,17933.306,0.820,0.289,19
2153,17941.817,0.934,0.289,23
2154,17949.987,0.773,0.304,27
2155,17958.309,0.715,0.289,19
2156,17966.632,0.757,0.292,23
2157,17974.834,0.704,0.300,27
2158,17983.260,0.811,0.317,19
2159,17991.673,0.776,0.297,23
2160,17999.942,0.771,0.306,27
2161,18008.219,0.767,0.297,19
2162,18016.628,0.771,0.306,23
2163,18024.902,0.744,0.298,27
2164,18033.359,0.768,0.292,19
2165,18041.620,0.736,0.293,23
2166,18050.086,0.754,0.284,27
2167,18058.495,0.930,0.293,19
2168,18066.798,0.905,0.284,23
2169,18075.121,0.920,0.299,27
2170,18083.418,0.887,0.298,19
2171,18091.857,0.918,0.282,23
2172,18100.071,0.867,0.270,27
2173,18108.381,0.889,0.269,19
2174,18116.750,0.901,0.269,23
2175,18125.003,0.850,0.275,27
2176,18133.380,0.859,0.297,19
2177,18141.686,0.838,0.284,23
2178,18150.022,0.778,0.285,27
2179,18158.388,0.863,0.277,19
2180,18166.740,0.894,0.279,23
2181,18175.042,0.879,0.289,27
2182,18183.316,0.877,0.274,19
2183,18191.775,0.900,0.285,23
2184,18199.952,0.829,0.285,27
2185,18208.438,0.922,0.283,19
2186,18216.767,0.884,0.285,23
2187,18225.123,0.918,0.287,27
2188,18233.360,0.860,0.284,19
2189,18241.791,0.900,0.288,23
2190,18250.237,0.920,0.291,27
2191,18258.518,0.899,0.289,19
2192,18266.765,0.873,0.286,23
2193,18274.970,0.752,0.270,27
2194,18283.266,0.720,0.263,19
2195,18291.719,0.782,0.285,23
2196,18299.968,0.732,0.284,27
2197,18308.284,0.701,0.265,19
2198,18316.676,0.768,0.269,23
2199,18325.024,0.792,0.271,27
2200,18333.368,0.885,0.313,19
2201,18341.669,0.771,0.270,23
2202,18349.977,0.745,0.272,27
2203,18358.520,0.914,0.278,19
2204,18366.793,0.891,0.276,23
2205,18375.068,0.895,0.309,27
2206,18383.200,0.722,0.273,19
2207,18391.685,0.783,0.270,23
2208,18399.968,0.775,0.279,27
2209,18408.378,0.897,0.295,19
2210,18416.628,0.762,0.269,23
2211,18424.956,0.766,0.273,27
2212,18433.300,0.796,0.285,19
2213,18441.659,0.777,0.288,23
2214,18450.033,0.772,0.274,27
2215,18458.294,0.752,0.270,19
2216,18466.636,0.767,0.269,23
2217,18474.891,0.746,0.286,27
2218,18483.207,0.739,0.277,19
2219,18491.646,0.769,0.268,23
2220,18499.890,0.732,0.277,27
2221,18508.250,0.728,0.271,19
2222,18516.654,0.770,0.269,23
2223,18524.913,0.758,0.280,27
2224,18533.268,0.750,0.283,19
2225,18541.626,0.771,0.275,23
2226,18549.884,0.712,0.275,27
2227,18558.339,0.772,0.273,19
2228,18566.647,0.812,0.286,23
2229,18574.938,0.761,0.297,27
2230,18583.248,0.734,0.271,19
2231,18591.788,0.805,0.283,23
2232,18599.910,0.729,0.290,27
2233,18608.255,0.741,0.272,19
2234,18616.621,0.754,0.273,23
2235,18625.092,0.872,0.273,27
2236,18633.342,0.769,0.282,19
2237,18641.783,0.783,0.265,23
2238,18649.991,0.787,0.294,27
2239,18658.610,0.925,0.269,19
2240,18666.795,0.874,0.287,23
2241,18675.080,0.900,0.287,27
2242,18683.439,0.861,0.273,19
2243,18691.854,0.899,0.290,23
2244,18700.107,0.885,0.270,27
2245,18708.370,0.851,0.267,19
2246,18716.774,0.874,0.269,23
2247,18725.091,0.891,0.271,27
2248,18733.389,0.868,0.269,19
2249,18741.824,0.841,0.279,23
2250,18750.052,0.774,0.276,27
2251,18758.516,0.928,0.286,19
2252,18766.798,0.903,0.297,23
2253,18774.951,0.754,0.276,27
2254,18783.402,0.880,0.281,19
2255,18791.716,0.761,0.275,23
2256,18799.935,0.711,0.280,27
2257,18808.277,0.751,0.280,19
2258,18816.665,0.788,0.283,23
2259,18825.020,0.771,0.275,27
2260,18833.280,0.696,0.268,19
2261,18841.939,0.928,0.294,23
2262,18850.188,0.881,0.278,27
2263,18858.566,0.935,0.286,19
2264,18866.823,0.897,0.288,23
2265,18875.017,0.788,0.290,27
2266,18883.363,0.762,0.280,19
2267,18891.704,0.754,0.291,23
2268,18899.966,0.785,0.284,27
2269,18908.290,0.765,0.273,19
2270,18916.598,0.705,0.262,23
2271,18924.975,0.777,0.279,27
2272,18933.294,0.778,0.276,19
2273,18941.710,0.786,0.280,23
2274,18950.056,0.784,0.273,27
2275,18958.542,0.821,0.279,19
2276,18966.742,0.771,0.284,23
2277,18975.089,0.821,0.275,27
2278,18983.436,0.776,0.273,19
2279,18991.785,0.782,0.277,23
2280,19000.206,0.900,0.275,27
2281,19008.613,0.952,0.279,19
2282,19016.807,0.789,0.270,23
2283,19025.182,0.919,0.279,27
2284,19033.560,0.902,0.279,19
2285,19041.851,0.855,0.291,23
2286,19050.093,0.876,0.274,27
2287,19058.492,0.893,0.275,19
2288,19066.765,0.853,0.274,23
2289,19074.926,0.731,0.277,27
2290,19083.251,0.700,0.269,19
2291,19091.672,0.726,0.268,23
2292,19099.973,0.748,0.288,27
2293,19108.285,0.727,0.274,19
2294,19116.643,0.713,0.269,23
2295,19124.893,0.696,0.274,27
2296,19133.316,0.725,0.277,19
2297,19141.713,0.782,0.270,23
2298,19149.991,0.754,0.291,27
2299,19158.291,0.687,0.269,19
2300,19166.693,0.781,0.268,23
2301,19174.905,0.703,0.275,27
2302,19183.315,0.723,0.269,19
2303,19191.767,0.757,0.286,23
2304,19199.897,0.670,0.265,27
2305,19208.263,0.674,0.261,19
2306,19216.666,0.726,0.266,23
2307,19224.978,0.742,0.266,27
2308,19233.364,0.740,0.277,19
2309,19241.747,0.805,0.282,23
2310,19250.099,0.727,0.260,27
2311,19258.364,0.701,0.259,19
2312,19266.687,0.738,0.261,23
2313,19275.020,0.790,0.270,27
2314,19283.329,0.724,0.259,19
2315,19291.658,0.714,0.262,23
2316,19299.925,0.714,0.272,27
2317,19308.247,0.663,0.264,19
2318,19316.659,0.710,0.260,23
2319,19324.996,0.739,0.267,27
2320,19333.297,0.701,0.278,19
2321,19341.760,0.788,0.288,23
2322,19349.980,0.742,0.265,27
2323,19358.379,0.683,0.261,19
2324,19366.696,0.762,0.264,23
2325,19374.952,0.728,0.277,27
2326,19383.583,0.928,0.287,19
2327,19391.847,0.858,0.275,23
2328,19400.052,0.808,0.274,27
2329,19408.318,0.709,0.268,19
2330,19416.689,0.743,0.272,23
2331,19425.002,0.752,0.270,27
2332,19433.414,0.809,0.290,19
2333,19441.814,0.848,0.291,23
2334,19450.228,0.878,0.272,27
2335,19458.413,0.776,0.276,19
2336,19466.697,0.755,0.275,23
2337,19474.988,0.760,0.275,27
2338,19483.320,0.728,0.275,19
2339,19491.710,0.745,0.289,23
2340,19500.134,0.875,0.293,27
2341,19508.341,0.725,0.262,19
2342,19516.674,0.754,0.263,23
2343,19525.018,0.745,0.269,27
2344,19533.413,0.770,0.277,19
2345,19541.808,0.803,0.266,23
2346,19549.976,0.749,0.265,27
2347,19558.360,0.704,0.270,19
2348,19566.716,0.770,0.273,23
2349,19575.004,0.770,0.269,27
2350,19583.374,0.746,0.275,19
2351,19591.727,0.758,0.277,23
2352,19600.000,0.749,0.267,27
2353,19608.333,0.727,0.269,19
2354,19616.699,0.731,0.269,23
2355,19625.039,0.720,0.264,27
2356,19633.370,0.723,0.263,19
2357,19641.842,0.794,0.280,23
2358,19650.133,0.766,0.264,27
2359,19658.372,0.693,0.264,19
2360,19666.701,0.717,0.271,23
2361,19675.070,0.755,0.270,27
2362,19683.528,0.816,0.292,19
2363,19691.765,0.737,0.277,23
2364,19700.011,0.712,0.263,27
2365,19708.296,0.673,0.259,19
2366,19716.736,0.768,0.284,23
2367,19725.042,0.761,0.263,27
